Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,3480,23,1,0.838012
2,24432,30,1.09513,1.09321
3,182240,35,1.29256,1.2821
4,1405888,36.75,1.39694,1.38246
