Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,1473,39,2.47182,2.40156
2,10129,40.5,3.03154,2.98316
3,74849,41,3.32595,3.27713
4,574913,40,3.47836,3.42951
