Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,4401,34,1.11133,1.03685
2,31841,33.875,1.48342,1.28889
3,241857,33,1.63933,1.49405
4,1884545,31.625,1.77168,1.6734
