Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,4401,38,1.49242,1.42747
2,31841,44.625,2.1245,1.98595
3,241857,45.375,2.86192,2.71029
4,1884545,44.5,3.36474,3.20636
