Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,555,39,1.69725,1.64551
2,3765,39,2.15149,1.97103
3,27625,37.25,2.4031,2.27714
4,211409,37.25,2.56128,2.46051
