Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,1473,34,1.77448,1.74994
2,10129,38.75,2.29974,2.27603
3,74849,39.75,2.56797,2.55465
4,574913,39.125,2.70375,2.69226
