Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,970,28,1,0.617988
2,6930,47,2.52189,2.2649
3,52258,76.75,9.33987,8.33976
4,405570,203.75,29.2752,26.6951
