Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,2867,35,1.48239,1.34541
2,20739,38,2.16569,1.80612
3,157315,39.625,2.52817,2.0256
4,1224451,40,2.75558,2.16401
