Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,365,29,1.9274,1.75373
2,2457,30.125,2.43496,2.37122
3,17969,31,2.79343,2.71566
4,137313,31,2.98817,2.90944
