Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,2867,40,1.91984,1.81975
2,20739,40,2.6864,2.31628
3,157315,40.875,3.08854,2.54805
4,1224451,40.625,3.34336,2.69958
