Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,4401,36,1.17541,1.09341
2,31841,34.375,1.54857,1.34
3,241857,33,1.70779,1.54697
4,1884545,32,1.84212,1.72495
