Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,2867,32,1,0.856549
2,20739,32,1.13127,1.00844
3,157315,31.75,1.30292,1.08991
4,1224451,31,1.42251,1.15127
