Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,3480,43,2.3209,2.3169
2,24432,43.625,2.85238,2.8357
3,182240,43.125,3.10926,3.0613
4,1405888,42.5,3.2543,3.19948
