Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,2867,40,1.98176,1.8901
2,20739,40.375,2.76075,2.39115
3,157315,41,3.16841,2.62465
4,1224451,40.75,3.42702,2.77837
