Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,3480,31,1.10478,1.09886
2,24432,31,1.29927,1.29871
3,182240,30,1.39532,1.37552
4,1405888,30,1.45233,1.42773
