Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,4401,50,2.37208,2.22521
2,31841,50.125,3.07612,2.73296
3,241857,48.875,3.54105,3.49626
4,1884545,47.375,4.01654,3.97879
