Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,2867,37,9.21321,4.10936
2,20739,59,59.2538,20.2472
3,157315,99.375,320.592,95.5475
4,1224451,953.625,1633.87,438.67
