Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,2867,21,1,0.241848
2,20739,33,1.28526,1.26286
3,157315,61.875,9.40107,7.63855
4,1224451,122.25,55.8443,41.3518
