Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,2867,48,157631,7.46974
2,20739,76.75,654475,39.2718
3,157315,924.375,2.34804e+06,194.971
4,1224451,1000,8.25497e+06,943.358
