Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,3480,43.75,2.36517,2.36117
2,24432,43.375,2.89952,2.88225
3,182240,43.125,3.15772,3.10865
4,1405888,42.5,3.30393,3.24792
