Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,1473,29,1.12779,1.08741
2,10129,30,1.33634,1.30796
3,74849,30,1.4457,1.42376
4,574913,29,1.50625,1.48613
