Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,555,30,1.25433,1.2366
2,3765,36,1.58672,1.5525
3,27625,37.125,1.86548,1.82959
4,211409,36.5,2.03452,1.99394
