Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,555,36,1.61985,1.59389
2,3765,39,2.02215,1.91601
3,27625,37.5,2.26128,2.22561
4,211409,37.5,2.41563,2.40509
